categoryid,categoryname,parentcategoryid,categoryurl,ispublic,categoryintroduction,title,metadescription
4478,Pistageglass,3322,pistageglass,1,,,
4479,Äppelsorbet,584,appelsorbet,1,,,
4480,"Färsk Korv",42,farsk-korv,1,,,
4482,Mangosorbet,584,mangosorbet,1,,,
4483,Julklappstips,3869,julklappstips,1,,,
4484,"Palt & Kroppkaka",4692,palt-o-kroppkaka,1,"Underbart mättande palt eller kroppkakor, rätter som blir som allra godast då smör, lingonsylt och stekt fläsk står på bordet som tillbehör. Här kan du ta den enkla vägen genom att köpa hem färdig palt och kroppkakor, som du sedan kokar upp eller delar och steker.",,
4485,Ostron,84,ostron,1,,,
4486,Skaldjursmix,84,skaldjursmix,1,,,
4487,Ved,3743,ved,1,"Om du inte har tillgång till ved där hemma kan du passa på att köpa hem en säck i samband med din matbeställning här på MatHem. Perfekt att ta med till utflykten eller på skoterturen.",,
4488,Gåslever,5228,lever,1,,,
4489,Julskinka,66,julskinka,1,,,
4490,julknäcke,349,julknacke,1,,,
4491,"Bakredskap & Formar",4235,bak-o-tillbehor,1,"Gör bakningen ännu roligare med hjälp av nya produkter till köket. Vad sägs om springformar, roliga bakformar, spritspåsar och formar med snygga mönster?",,
4492,"Knivar & Tillbehör",5647,knivar-o-tillbehor,1,"Riktigt skarpa knivar som verkligen underlättar för dig i köket. Här finns riktiga kvalitetsknivar så att du kan känna dig som en stjärnkock där hemma.",,
4493,"Bunkar & Skålar",4491,bunkar-o-skalar,1,"Här hittar du bland annat populära Margretheskålar och läckra bunkar från Rice. Matlagningen och bakningen blir säkerligen roligare med snygga bunkar och skålar!",,
4494,"Bar & Vin",3915,bar-o-vin,1,"Bli en riktig bartender där hemma tack vare praktiska produkter i vårt sortiment. Här finns bland annat korkskruvar, drinkmuddlare och smarta proppar till vinflaskorna.",,
4495,Kryddkvarnar,3915,kryddkvarnar,1,"Salt- och pepparkar som inte bara är snygga att ha på bordet, utan givetvis även schysst att ha nära till hands då maten behöver lite extra smak. Här finns också mortlar i flera varianter att välja bland.",,
4496,Kökstextiler,4235,kokstextiler,1,"Snygga kökstextilier som passar perfekt som present, antingen till någon annan eller till dig själv. Grytlappar, kökshanddukar eller förkläden, här hittar du massor av härliga varor.",,
4497,"Matlådor & Flaskor",4235,matlador-o-drickflaskor,1,"Söta små matlådor och enkla vattenflaskor som passar alldeles utmärkt att ta med på utflykten eller till picknicken. Låt barnen vara med och packa sin egen matsäck så blir det extra roligt!",,
4498,"Stekpannor & Kastruller",4235,kokkarl-o-stekpannor,1,"Grytset, pastakastruller och grytunderlägg - uppdatera ditt kastrullskåp där hemma med ett gäng nya grytor eller varför inte ge bort till någon som ska flytta hemifrån?",,
4499,"Presentförpackningar Husgeråd",5647,presentforpackningar,1,"Presenter till någon som behöver något nytt till köket. Levereras i kartong så att du enkelt kan göra ett snyggt paket där hemma.",,
4500,Mandoliner,5647,mandoliner,1,,,
4501,Skärbrädor,5647,skarbrador,1,,,
4502,Skalare,5647,skalare-o-saxar,1,,,
4503,Termometrar,3915,termometrar,1,,,
4504,Tillaga,3915,tillaga,1,,,
4505,Gasbrännare,4591,gasbrannare,1,"Gör en ljuvligt god och vacker crème brûlée med hjälp av en praktisk liten gasbrännare som enkelt får plats i något skåp där hemma mellan tillagningarna.",,
4506,Hushållsvågar,3915,hushallsvagar,1,,,
4507,Skaldjursverktyg,3915,skaldjursverktyg,1,,,
4508,Kökstimer,3915,kokstimer,1,,,
4509,Mäta,4491,skara-o-mata,1,,,
4510,"Sortera & Förvara",4257,forvara,1,,,
4513,Dessertpaj,469,dessertpaj,1,,,
4514,Test,552,test,1,Test,Test,
4515,Plockmat,5536,fryst-plockmat,1,"Fryst plockmat är perfekt att ha hemma i frysen för att kunna tillaga något snabbt då magen skriker av hunger eller om det kommer oväntat besök. Välj bland många olika varianter av plockmat i vårt stora sortiment av smakrika rätter.",,
4516,"Färdig Sås för Fisk",5587,fardig-sas-for-fisk,1,,,
4517,Marsalavin,3419,marsalavin,1,,,
4518,"Nya artiklar WG",3,nya-artiklar-wg,1,,,
4519,"Nya artiklar A",4518,nya-artiklar-a,1,,,
4520,"Nya artiklar B",4518,nya-artiklar-b,1,,,
4521,"Nya artiklar B1",4518,nya-artiklar-b1,1,,,
4522,"Nya artiklar B2",4518,nya-artiklar-b2,1,,,
4523,"Nya artiklar C",4518,nya-artiklar-c,1,,,
4524,"Pizza Margherita",70,pizza-margherita,1,,,
4525,Pizzasallad,98,pizzasallad,1,,,
4526,Chiafrö,6126,chiafro,1,,,
4527,Mesquitefrö,6126,mesquitefro,1,,,
4528,Vattenmelonkärnor,6126,vattenmelonkarnor,1,,,
4529,"Green Onion Dressing",105,green-onion-dressing,1,,,
4531,Lammrostbiff,82,lammrostbiff,1,,,
4532,"Kebabkött Strimlat",2280,kebabkott-strimlat,1,,,
4533,Gräddpulver,4709,graddpulver,1,,,
4534,"Nya Artiklar Kat",3863,nya-artiklar-kat,1,,,
4535,"Nya Artiklar Kat A",4534,nya-artiklar-kat-a,1,,,
4536,"Nya Artiklar Kat B",4534,nya-artiklar-kat-b,1,,,
4537,"Nya Artiklar Kat C",4534,nya-artiklar-kat-c,1,,,
4538,Chipotle,1276,chipotle,1,,,
4539,Pustasallad,158,pustasallad,1,,,
4540,Ögonvård,5257,ogonvard,1,"Ögonvårdsprodukter som är bra att ha där hemma. Passa på att beställa hem med din matleverans, här finns mängder av varor från olika leverantörer och inom olika kategorier att välja mellan.",,
4541,Linsvätska,4540,linsvatska,1,,,
4542,Chilipasta,346,chilipasta,1,,,
4543,"Spare Ribs",100,spare-ribs,1,"Spare ribs kan tillagas genom att antingen förkokas eller marineras och göras i ugn - eller båda delarna. Om du inte vill göra allt från grunden själv kan du även köpa färdiga spare ribs här hos oss.",,
4544,Kamben,100,kamben,1,"Kamben är riktigt smarrigt att knapra på, servera gärna till en potatissallad under grillfesten eller som en del på buffébordet. Vi levererar dina varor hem till dig!",,
4545,Märgben,117,margben,1,"Med märgben kan du bland annat koka en härlig soppa eller en gryta med mustig smak. Gör ett riktigt väldoftande långkok och gröp sedan ur köttet.",,
4546,Fröer,3814,froer,1,"Vare sig du har ett växthus eller bara vill plantera lite fröer hemma i fönster eller på balkong, kan du hitta roliga, trendiga och klassiska fröer här i vårt sortiment. Välj bland gräslök, het chili, tomat, morötter och vackra blomster.",,
4547,Blomfröer,4546,blomfroer,1,,,
4548,Grönsaksfröer,4546,gronsaksfroer,1,,,
4550,LCHF-Glass,3322,lchf-glass,1,,,
4551,Glasmarkörer,3822,ata-o-dricka,1,"Kannor, termosar, glas och brickor - varor som passar utmärkt att använda både inomhus och utomhus eller att ta med på utflykten.",,
4552,"Frozen Yoghurt",3322,frozen-yoghurt,1,,,
4553,Edamamebönor,4782,edamamebonor,1,,,
4554,Kålrabbi,158,kalrabbi,1,,,
4555,Oxsvans,117,oxsvans,1,,,
4556,Fläskstek,100,flaskstek,1,,,
4557,Fläskkarré,100,flaskkarre,1,,,
4558,Nötrulle,3328,notrulle,1,,,
4559,Kalkonfärs,114,kalkonfars,1,,,
4560,Sushikit,5715,sushikit,1,,,
4561,Okra,346,okra,1,,,
4562,Tartarsås,200,tartarsas,1,,,
4563,Parfym,463,parfym,1,,,
4564,"Citrongräs Torkad",3011,citrongras-torkad,1,,,
4565,"Citrongräs Färsk",3011,citrongras-farsk,1,,,
4566,"Tortilla Pizza",1697,tortilla-pizza,1,,,
4567,"Fläskytterfile Färsk",100,flaskytterfile-farsk,1,,,
4568,"Kycklinginnerfile Fryst",957,kycklinginnerfile-fryst,1,,,
4570,Lösviktsgodis,4729,losviktsgodis,1,,,
4571,"Salvia - torkad",5575,salvia---torkad,1,,,
4572,"Laxfilé Färsk",775,laxfile-farsk,1,,,
4573,Gin,3419,gin,1,,,
4574,Champagne,3419,champagne,1,,,
4576,Citrontimjan,2645,citrontimjan,1,,,
4577,"Röd endiv",165,rod-endiv,1,,,
4578,"Grön endiv",165,gron-endiv,1,,,
4579,Hummerolja,4965,hummerolja,1,,,
4580,Kryddolja,4965,kryddolja,1,,,
4581,"Grill & Picknick",3915,grill-o-picknick,1,"Dessa varor kan underlätta din grillning eller helt enkelt vara praktiska att ha med sig på en härlig picknicktur!",,
4582,5-minuterssill,1793,5-minuterssilll,1,,,
4583,"Sylta, Safta & Pressa",4235,sylta--safta-o-pressa,1,"Förbered dig inför sommarens och höstens ljuvligaste stunder då det är dags att sylta och safta från det som trädgården och skogen bjuder på. Här finns flera produkter som kan vara bra att ha hemma.",,
4584,"Lax Grytbitar",83,lax-grytbitar,1,,,
4585,Kummel,502,kummel,1,,,
4586,Piggvar/Slätvar,502,piggvarslatvar,1,"Piggvar är en plattfisk med vitt fast kött som blir underbart gott då den kokas och exempelvis serveras med skirat smör. Piggvar går också bra att tillaga i låg temperatur i ugn - mums!",,
4587,Kalvbräss,117,kalvbrass,1,,,
4588,Abborre,502,abborre,1,,,
4589,"Färdiga efterrätter ",210,fardiga-efterratter-,1,"Färdiga efterrätter kan verkligen vara smidigt då det varken finns tid eller lust till att göra något eget. Vad sägs om cupcakes, chokladfondant eller kanske cheesecake?",,
4590,Kräftskiva,3822,kraftskiva,1,,,
4591,Köksapparater,4235,koksapparater,1,"Mixa, skär och vispa enkelt med hjälp av en köksapparat. Du sparar både tid och kraft genom den hjälp du kan få av en köksapparat.",,
4592,Brödrostar,4591,brodrostar,1,,,
4593,Mixers/Blenders,4591,mixersblenders,1,,,
4594,Kaffebryggare,4591,kaffebryggare,1,,,
4595,"Vakumförpackare & Tillbehör",4591,vakumforpackare-o-tillbehor,1,,,
4596,Elvispar,4591,elvispar,1,,,
4597,Vattenkokare,4591,vattenkokare,1,,,
4598,Våffeljärn,4591,vaffeljarn,1,,,
4599,Pistageolja,4965,pistageolja,1,,,
4600,Rättika,4781,rattika,1,,,
4601,Steklök,168,steklok,1,,,
4602,"Hackad lök",168,hackad-lok,1,,,
4603,Baknougat,4706,baknougat,1,,,
4604,"Sirap Agave",2960,sirap-agave,1,,,
4605,Rispapper,6120,rispapper,1,,,
4606,Steksky,396,steksky,1,,,
4607,Furikake,346,furikake,1,,,
4609,"Lantbuljong smaksatt ",4056,lantbuljong-smaksatt-,1,,,
4610,Tryffel,4,tryffel,1,,,
4611,"Laktosfri glass",24,glass-laktosfri,1,,,
4613,Vongolemusslor,3726,vongolemusslor,1,,,
4614,Polly,50,polly,1,,,
4615,Tunga,117,tunga,1,,,
4616,"Matlagningsgrädde Svamp",3355,matlagningsgradde-svamp,1,,,
4617,Höstlökar,3814,hostlokar,1,,,
4618,"Smörgåsgrillar & Våffeljärn",4591,smorgasgrillar-o-vaffeljarn,1,,,
4619,Palmsocker,387,palmsocker,1,,,
4620,Kungsräkor,2463,kungsrakor,1,,,
4621,Kokossocker,387,kokossocker,1,,,
4622,Lakritspulver,1619,lakritspulver,1,,,
4623,"Traditionella Växtbaserade Läkemedel",326,traditionella-vaxtbaserade-lakemedel,1,,,"Köp traditionella växtbaserade läkemedel i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4624,"Kyckling Strimlad Sweet Chili",1411,kyckling-strimlad-sweet-chili,1,,,
4625,"Kyckling Strimlad Paneng Red Curry",1411,kyckling-strimlad-paneng-red-curry,1,,,
4626,"Vetemjöl Special",708,vetemjol-special,1,,,
4630,Pepparmintsarom,1619,pepparmintsarom,1,,,
4632,Gruyerost,3059,gruyerost,1,,,
4633,Litchifrukt,74,litchifrukt,1,,,
4634,Chokladströssel,1099,chokladstrossel,1,,,
4635,Spetspaprika,169,spetspaprika,1,,,
4636,"Blå kongo",46,bla-kongo,1,,,
4637,"Kvarg Lätt",4768,kvarg-latt,1,,,
4638,"Ischoklad & Knäck",53,ischoklad-o-knack,1,,,
4639,Fitnessflingor,3547,fitnessflingor,1,,,
4640,Bananchips,188,bananchips,1,,,
4641,Tranbär,188,tranbar-torkade,1,,,
4642,"Inslagspapper & Band",4257,inslagspapper-o-band,1,,,
4643,"Alger Arame",3747,alger-arame,1,,,
4644,Shiratakinudlar,351,shiratakinudlar,1,,,
4645,Polkagrisar,323,polkagrisar,1,,,
4646,"Tastelines Barnkasse",3856,tastelines-barnkasse,1,,,
4647,"Kikärtor Torkade",2668,kikartor-torkade,1,,,
4648,"Kikärtor Kokta",2668,kikartor-kokta,1,,,
4649,Skinkspad,4489,skinkspad,1,,,
4650,"Övrigt nötsmör",1082,notsmor,1,,,
4651,Tortillachips,707,tortillachips,1,,,
4653,Mjukglass,24,mjukglass,1,"Mjukglass där hemma? Med hjälp av Arlas mjukglass går det alldeles utmärkt! Välj bland smaker som vanilj, jordgubbe och päron sedan kan du göra dig en egen strut eller bägare fylld med smakrik mjukglass.",,
4654,Fiberhusk,41,fiberhusk,1,,,
4655,Bärpulver,34,barpulver,1,,,
4656,Pofiber,41,pofiber,1,,,
4657,Schlagerkassen,3856,schlagerkassen,1,,,
4658,Grötmix,455,grotmix,1,,,
4659,Chipskrydda,447,chipskrydda,1,,,
4660,Limemarmelad,257,limemarmelad,1,,,
4661,Hårwax,3989,harwax,1,,,
4662,Kakaonibs,1705,kakaonibs,1,,,
4663,"Chokladkaka mjölkfri",250,chokladkaka-mjolkfri,1,,,
4664,"Chokladkaka laktosfri",250,chokladkaka-laktosfri,1,,,
4665,Calvados,3419,calvados,1,,,
4666,"Finkornig kaviar",539,finkornig-kaviar,1,,,
4667,Mandeldryck,511,mandeldryck,1,"Här kan du välja både sötad och osötad mandeldryck, en riktig goding till dryck som passar lika bra till kaffet som till gröten och att dricka i ett glas till maten.",,
4668,Hasselnötsdryck,511,hasselnotsdryck,1,"En sötare mjölk med riktigt nötig smak. Gott till gröten, en smoothie eller att ta ett glas precis som den är! Här ser du vårt sortiment med hasselnötsdryck.",,
4669,Mandelsmör,1082,mandelsmor,1,,,
4670,Falafelmix,3039,falafelmix,1,,,
4671,Spirulinapulver,5971,spirulinapulver,1,,,
4674,Barnmatsburkar,2806,barnmatsburkar,1,"Variationsrik och näringsrik mat för de allra minsta! Hitta barnens favoriter bland våra många olika barnmatsburkar. Här finns mat från fyra månaders ålder och uppåt, förutom lunch- och middagsmat finns även finfina mellanmål och desserter som en god avslutning på måltiden.",,
4675,Majskrokar,5524,majskrokar,1,"Majskrokar är en perfekt smakbit redan från det att barnet blivit några månader. Lätt att hålla i, den smälter i munnen och har en smak som barnen tycker om! Välj bland flera olika sorters majskrokar här på sidan.",,
4676,Barnsmoothies,2806,barnmellanmal,1,"Låt barnen njuta av smoothies och fruktmos - här i flera olika smarriga smaker som säkerligen gör att barnet vill äta upp hela portionen. Smarta förpackningar som barnet själv kan äta ifrån, utan spill och perfekt att ha med i skötväskan då ni är på språng.",,
4678,Barntillbehör,10,barntillbehor,1,"Allt för din bebis och lite större barn - praktiska haklappar, nappar och nappflaskor, beställ ett helt gäng med grejer så har du alltid hemma då det behövs. Här finns produkter i flera fina färger och mönster som barnet säkerligen kommer att tycka om.",,
4679,"Frysta blandade örter",5578,blandade-orter---fryst,1,"Frysta örter är perfekt att ha hemma tills den dagen det behövs. Hacka och ha i en sallad eller använd som dekoration till det du ska bjuda på.",,
4680,"Frysta provencalska örter",4679,frysta-provencalska-orter,1,,,
4681,"Ingefära inlagd",5715,ingefara-inlagd,1,,,
4682,Pålägg,11,palagg,1,"Smörgåspålägg av många olika sorter; rökt skinka, medvurst, rostbiff och mängder av andra sorter så att du enkelt kan klicka hem familjens favoriter till frukost och kvällsmat.",,
4683,Charkuterier,11,charkuterier,1,"Spännande smaker på ljuvliga charkuterier - salami, serranoskinka eller pancetta? Njut av många olika smaker till en ostbricka eller till förrätten.",,
4685,"Hushålls- & Toapapper",22,hushalls--o-toapapper,1,"Visst är det lite trist när man behöver handla hem toalett- och hushållspapper och genast har man varukorgen fylld och vet inte hur man ska lyckas släpa hem allt? Gör en beställning från oss på MatHem så levererar vi istället raka vägen hem till dig!",,
4687,"Vaniljsås - pulver",1615,vaniljsas---pulver,1,,,
4689,Frallor,3117,frallor,1,"Klassiska frallor, det ständiga medlemmen på våra frukostbord. Frallor finns i många olika former och smakar alltid lika gott - passa på att köpa hem så att det finns till varje frukost.",,
4690,Styckbröd,3807,styckbrod,1,"Njut av styckbröd i olika former; här finns både ljusa och mörka bröd i olika smaker. Blir det över? Frys in och ta sedan fram det antal du behöver till nästa gång.",,
4691,"Pizza, Paj & Pirog",16,pizzor--pajer-o-piroger,1,"Paj, pizza och pirog - ljuvliga läckerheter som vi gärna serverar ofta. Här kan du ta en enkel genväg genom att köpa hem färdiga produkter som bara är att värma i ugn, på spis eller i mikron. Välj mellan massor av olika smaker!",,
4692,"Pytt, Gratäng & Pommes",16,pytter-o-gratanger,1,"Pytt i panna i flera varianter, krämiga potatisgratänger, Janssons frestelse och givetvis många fler varianter än så. Här finns det mesta inom pytter och gratänger som ger dig lite mer tid till annat då du köper färdiga rätter.",,
4693,"Bullar, Biffar & Nuggets",11,kottbullar--biffar-mm,1,"Köttbullar, hamburgare, nuggets - här finns det mesta att hitta när du vill handla hem mat som går riktigt snabbt att tillaga. Välj mellan mängder av varor och du som vill ha ekologiskt eller glutenfritt hittar också finfina alternativ.",,
4694,"Färdigkryddad kyckling",4442,fardigkryddad-kyckling,1,"Fryst färdigkryddad kyckling som endast behöver tillagas klart i ugn, på spis eller bara tinas, beroende på vilken sort du väljer. Här finns bland annat färdigskivad/hackad och kryddad kyckling som passar utmärkt i en sallad.",,
4695,"Klyftpotatis & Pommes",4692,klyftpotatis-o-pommes,1,"Mängder av potatis i olika former, välj bland pommes frites, klyftpotatis, kroketter och många andra alternativ. Stek, tillaga i ugn eller fritera - valet är ditt!",,
4699,Thaigrönsaker,5712,thaigronsaker,1,,,
4700,"Inlagda grönsaker",5347,inlagda-gronsaker,1,,,
4701,"Övriga konserver",261,ovriga-konserver,1,,,
4702,Blinier,3808,blinier,1,"Blinier är små plättar med ursprung i Ryssland. Riktigt goda att servera med exempelvis rom, finhackad lök och en klick gräddfil. Här finns färdiga blinier att köpa hem om du inte vill göra egna.",,
4703,"Franska våfflor",1041,franska-vafflor,1,,,
4706,"Kakao & Choklad",4859,bakchoklad-o-kakao,1,,,
4707,"Gräddfil & Filmjölk",19,graddfil-o-filmjolk,1,"Gräddfil till dippen och fil till frukost? Välj bland mängder av olika produkter i vårt stora sortiment, vi levererar varorna direkt hem till dig och du slipper bära runt på tunga matkassar.",,
4709,"Torrmjölk & Äggers.",34,torrmjolk-o-aggers-,1,,,
4710,"Bovete Krossat",2008,bovete-krossat,1,,,
4711,Bovetemjöl,2008,bovetemjol,1,,,
4712,Dinkel,41,dinkel,1,,,
4713,Graham,41,graham,1,,,
4714,Havre,41,havre,1,,,
4715,Havrekli,4714,havrekli,1,,,
4718,Råg,41,rag,1,,,
4719,Vete,41,vete,1,,,
4720,Puylinser,2001,puylinser,1,,,
4722,"Redning & Ströbröd",4859,redning-o-majsstarkelse,1,,,
4724,"Margarin Mjölkfritt",3375,margarin-mjolkfritt,1,,,
4725,"Sparris Färsk",173,sparris-farsk,1,,,
4728,"Pistagenötter Naturella",6123,pistagenotter-naturella,1,,,
4729,Godispåsar,3813,godispasar,1,"Färdigblandade påsar med lösviktsgodis, lördagsgodispåsar som är barnens favoriter eller klassiker som Gott & Blandat, här finns det mycket att välja bland! Passa på att beställa hem helgens lördagsgodis, vi levererar hem till dig.",,
4730,"Salta nötter",14,notter-saltaderostade,1,"Cashew, mandel, pistage eller jordnötter - köp en färdig påse med god blandning eller välj din favorit bland våra många alternativ här på sidan. En näve nötter är gott som snacks såväl som till matlagning eller då saltsuget sätter in.",,
4731,Björkvatten,4039,bjorkvatten,1,,,
4732,"Starkt kaffe",6117,starkt-kaffe,1,,,
4734,"Choklad- & Havreflarn",1041,choklad--o-havreflarn,1,"Ljuvliga choklad- och havreflarn som ger ett härligt chrunch vid första tuggan. Perfekt till eftermiddagskaffet eller att ta fram då det kommer oväntat besök.",,
4735,"Ballerina & Brago",1041,ballerina-o-brago,1,"Ballerinakakor och bragokex, stora favoriter för såväl barn som vuxna. Det här är kakorna som ofta tar slut alldeles för snabbt - köp hem flera paket så räcker det lite längre!",,
4736,Barnkex,1041,barnkex,1,,,
4737,"Biscotti & Cantuccini",1041,biscotti-o-cantuccini,1,,,
4738,Brysselkex,4051,brysselkex,1,,,
4739,Syltkakor,4051,syltkakor,1,,,
4740,"Mariekex & Rån",1041,mariekex-o-ran,1,"Mariekex och rån är välkända små godbitar för många och som ofta dukas fram då det är dags för kalas. Att doppa Mariekex i ett glas kall mjölk är en riktig höjdare!",,
4741,Kärleksmums,401,karleksmums,1,,,
4742,Ostbågar,39,ostbagar,1,"Ostbågar eller ostkrokar? Den ständiga frågan som delar landet i två delar. Kalla det vad du vill, här på sidan har vi vårt sortiment med ostböjar och ostbollar av olika leverantörer.",,
4743,Jordnötsringar,39,jordnotsringar,1,"Krispiga ringar med ljuvlig smak av jordnötter. Perfekt till en afton då du vill unna dig lite snacks!",,
4744,"Övriga snacks",39,ovriga-snacks,1,"Hjärtan, stjärnor och skruvar - ofta säger det bara swisch så är innehållet borta från påsen. Här finns flera goda favoriter att välja mellan, klicka hem ett par påsar till helgen, vi levererar direkt hem till dig.",,
4745,"Torkade fruktmixer",4746,torkade-fruktmixer,1,"Mängder av smarriga torkade fruktmixer i olika smaker. Ta en näve då du är sugen eller låt morgongröten eller filen få lite extra smak från dessa urgoda söta frukter.",,
4746,"Nöt- och fruktmix",5425,notmix-naturell,1,,,
4747,"Torkat äpple",188,torkat-apple,1,,,
4748,"Mandlar rostade",4730,mandlar-rostade,1,"Rostade mandlar är en underbar godsak som dessutom finns att välja i flera olika smaker; havssalt, chili eller varför inte honung? Ekologiska varianter finns också för den som vill ha det.",,
4749,"Sötmandel Hackad",1233,sotmandel-hackad,1,,,
4750,"A-fil, Hälsofil & Långfil",4707,a-fil--halsofil-o-langfil,1,"A-fil, hälsofil eller långfil, alla har vi våra favoriter då det kommer till fil. Ät den med färska bär, med favoritflingorna eller drick den ur ett glas, fil går att variera hur mycket som helst!",,
4751,"Kvarg Smaksatt",3816,kvarg-smaksatt,1,"Smaksatt kvarg kräver inget tillbehör utan är gott precis som den är. Lite sötare smak som blir till ett perfekt mellanmål eller som kvällsfika. Här finns smaker som hallon, vanilj och blåbär.",,
4752,"Festlig dricka",6087,alkoholfritt,1,"Smarriga alkoholfria drinkar eller en fräsch cider, här hittar du många olika alternativ då du inte vill dricka alkohol men ändå vill festa till det lite.",,
4753,Vetegräs,5971,vetegras,1,,,"Köp vetegräs i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4754,Fruktdryck,592,juice-med-exotisk-frukt,1,,,
4756,"Rökt paprikapulver",1275,rokt-paprikapulver,1,,,
4759,Energidryck,6433,energidryck,1,"Red Bull, Celcius, Monster - här finns alla de sorter inom drycker som ger dig den där härliga energikicken. Energidryck passar exempelvis bra före eller efter träningen eller när du känner dig trött vid tillfällen då du borde vara pigg.",,
4760,"Saft & Stilldrink",13,maltidsdryck-och-saft,1,"Om du vill ställa fram något annat än vatten eller mjölk till lunchen eller middagen kan du välja bland dessa många smaker på måltidsdrycker och saft. Uppskattat av såväl liten som stor!",,
4761,"Måltidsdryck - färdigblandad",6111,maltidsdryck---fardigblandad,1,,,
4763,Plommonjuice,982,plommondryck,1,,,
4764,Kokosnötsjuice,6057,kokosnotsjuice,1,"Som om man vore på en av Thailands sköna stränder, precis så blir känslan då du har en av dessa törstsläckande och goda drycker i handen! Välj mellan olika uppfriskande smaker.",,
4765,"Apelsin- & Passionsjuice",4766,apelsin--o-passionsjuice,1,,,
4766,"Apelsinjuice med smak",1084,apelsinjuice-med-smak,1,,,
4767,"Färskost Fruktig Curry",2870,farskost-fruktig-curry,1,,,
4768,"Kvarg Naturell",3816,kvarg-naturell,1,"Kesella är ett vanligt mellanmål, antingen som den är eller tillsammans med till exempel frukt och bär. Välj mellan större och mindre förpackningar, fettsnåla eller milda.",,
4769,"Riven/skivad ost",2,hardost-rivenskivad,1,"Färdigskivad ost till smörgåsen eller riven ost till pizza och gratäng? Välj bland många olika smaker här bland våra rivna och skivade hårdostar där det finns både milda och lite mer starka smaker.",,
4770,"Marinerad Kycklinglårfilé",2471,marinerad-kycklinglarfile,1,,,
4771,"Marinerad Tvådelad Kycklingfilé",957,marinerad-tvadelad-kycklingfile,1,,,
4772,"Vegetarisk kebab",1169,vegetarisk-kebab,1,"Kebabpizza, kebabtallrik eller kebabmacka? Här finns vegetarisk kebab för dig som inte vill äta kött, smakrikt och lätt att variera!",,
4773,"Stilldrink på flaska",4760,stilldrink,1,"Törstsläckande stilldrinks, perfekta till barnkalaset, till picknickkorgen eller helt enkelt då du känner dig lite sugen. Välj mellan mängder av goda smaker i vårt stora sortiment!",,
4774,Bärjuice,982,fruktdryck-med-bar,1,"Fruktdrycker gjorda på härliga frukter och bär. Lyxa till det till helgfrukosten eller brunchen genom att köpa hem juice i olika smaker. Här finns smaker från bland annat Brämhults och Proviva.",,
4776,"Omega 3 & Fettsyror",3831,omega-3-o-fettsyror,1,"Omega 3 finns naturligt i vissa livsmedel, exempelvis fet fisk som lax och makrill men även i vissa bladväxter och rapsolja. Är du osäker på om du får i dig tillräckligt mycket Omega 3, som sägs kunna lindra inflammationer och sänka blodfetter, kan du köpa hem Omega 3-kapslar från vårt sortiment här på sidan.",,"Köp omega 3 & fettsyror i vårt Apotek på Mathem! Sveriges största matbutik på nätet med hemleverans från 0kr. Bli kund idag!"
4778,"Spolarvätska & Glykol",22,spolarvatska-o-glykol,1,"Spolarvätska och glykol är ett måste för många bilar och är skönt att ha hemma i garage eller redan inpackat i bilen då det är dags att fylla på. Här finns vårt utbud av spolarvätska och glykol.",,
4779,"Örter & Smaksättare",12,orter-o-smaksattare,1,"Krydda maten med färska örter, smakrik ingefära eller het chilipeppar. Hitta det du söker bland våra många örter och smaksättare som ger det där lilla extra till matlagningen.",,
4780,"Koriander - fryst",1853,koriander---fryst,1,,,
4781,Rotfrukter,3227,rotfrukter,1,"Njut av mängder av rotfrukter här i vårt stora sortiment. Här finns färska, ekologiska och frysta rotfrukter i flera olika varianter. Använd till soppa, till att koka eller att ugnsbaka, vi har sortimentet, du har recepten!",,
4782,"Ärtor & Bönor",3227,artor-o-bonor,1,"Ärtor och bönor är inte bara gott utan även otroligt användbart! Som ett krispigt tillbehör, i sallad, soppa eller en gryta. Välj här bland färska, frysta och inlagda ärtor och bönor.",,
4783,"Pasta Cannelloni",1312,pasta-cannelloni,1,,,
4784,"Rawfood glass",4611,rawfood-glass,1,,,
4785,Portvin,3419,portvin,1,,,
4786,"Liquid smoke",1115,liquid-smoke,1,,,
4789,"Cognac ",3419,cognac-,1,,,
4791,"Petit choux",3808,petit-choux,1,,,
4792,"Färdiga revbensspjäll",846,fardiga-revbensspjall,1,,,
4793,Sake,3419,sake,1,,,
4794,"Löksoppa pulver",353,loksoppa-pulver,1,,,
4795,"Vegetarisk Korv Chorizo",3319,vegetarisk-korv-chorizo,1,,,
4796,Ingefärssirap,243,ingefarssirap,1,,,
4797,Kammusslor,2094,kammusslor,1,,,
4798,Laxloin,4572,laxloin,1,,,
4799,Guldgrisfilé,4557,guldgrisfile,1,,,
4800,Misopasta,6120,misopasta,1,,,
4801,"Söt sojasås",4179,sot-sojasas,1,,,
4802,"Pak choi",158,pak-choi,1,,,
4803,Laxrom,3217,laxrom,1,,,
4804,Hönsfärs,189,honsfars,1,,,
4805,Fläderblomsklasar,12,fladerblomsklasar,1,,,
4806,"Camu camu",4655,camu-camu,1,,,
